Salary (USD),Job title_Bin,Industry,Country,Race_Bin,Age,Gender_Bin,Highest level of education completed,Experience
57000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
96000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,Master's degree,5
35000.0,Director,nonprofit,USA,White,35-44,Woman,College degree,11
117500.0,Non-Managerial Employee,business,USA,Mixed Race,45-54,Man,Some college,21
57467.5803,Management,"tech,business",UK,White,35-44,Man,College degree,8
43000.0,Non-Managerial Employee,"education,science",USA,Mixed Race,25-34,Woman,Master's degree,5
53000.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,Master's degree,8
102200.0,Non-Managerial Employee,tech,USA,White,18-24,Woman,College degree,2
125042.444,Non-Managerial Employee,tech,Germany,White,35-44,Man,PhD,5
42500.0,Director,nonprofit,USA,White,35-44,Woman,Master's degree,8
123000.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",2
42000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Master's degree,8
58600.0,Management,business,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,5
197517.0,Management,business,USA,White,25-34,Man,College degree,8
31300.0,Non-Managerial Employee,service,USA,White,25-34,Other,College degree,8
210000.0,Management,service,USA,White,35-44,Man,"Professional degree (MD, JD, etc.)",11
51522.658200000005,Management,business,UK,White,25-34,Woman,College degree,5
65000.0,Management,tech,USA,Mixed Race,25-34,Woman,Master's degree,2
88000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,8
54366.28,Non-Managerial Employee,tech,Netherlands,White,35-44,Man,Some college,11
86000.0,Non-Managerial Employee,property,USA,White,55-64,Woman,Some college,31
56500.0,Non-Managerial Employee,finance,USA,White,18-24,Woman,College degree,2
53627.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Some college,5
70738.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
42161.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
145528.57205000002,Non-Managerial Employee,education,Canada,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
55000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,Master's degree,11
64500.0,Director,education,USA,White,25-34,Man,Master's degree,11
91000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
114000.0,Non-Managerial Employee,agriculture,USA,"Hispanic, Latino, or Spanish origin",35-44,Man,College degree,11
49920.0,Management,finance,USA,White,35-44,Woman,College degree,21
168000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,Some college,11
99082.035,Non-Managerial Employee,tech,UK,White,25-34,Woman,PhD,2
101000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
74222.0,Management,education,USA,White,35-44,Woman,Master's degree,11
220000.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,8
66054.69,Non-Managerial Employee,"tech,business",UK,White,35-44,Man,College degree,21
115000.0,Management,nonprofit,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
61500.0,Non-Managerial Employee,nonprofit,USA,Mixed Race,25-34,Man,Master's degree,5
50000.0,Director,service,USA,White,25-34,Man,Master's degree,2
150000.0,Management,business,USA,White,45-54,Woman,Master's degree,21
37690.0,Management,healthcare,USA,Black or African American,25-34,Woman,Some college,8
62000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,11
37000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,21
47985.09673,Non-Managerial Employee,government,Canada,White,25-34,Woman,Some college,11
56000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
96000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
192000.0,Management,science,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",8
113614.06680000002,Executive,tech,UK,White,45-54,Woman,College degree,21
48200.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,5
162274.0,Management,healthcare,USA,White,35-44,Woman,Master's degree,21
68300.0,Management,service,USA,White,35-44,Woman,Some college,21
270000.0,Director,finance,USA,Asian or Asian American,35-44,Woman,Master's degree,11
65900.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,5
67000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,11
40520.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Some college,5
65000.0,Management,education,USA,White,35-44,Woman,Master's degree,11
118500.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,College degree,11
63000.0,Non-Managerial Employee,education,USA,Black or African American,25-34,Woman,Master's degree,5
57000.0,Executive,education,USA,White,25-34,Woman,College degree,11
42000.0,Non-Managerial Employee,finance,USA,Mixed Race,18-24,Other,College degree,5
67000.0,Management,manufacturing,USA,White,45-54,Woman,College degree,21
43493.024,Non-Managerial Employee,government,Ireland,White,25-34,Woman,PhD,2
43280.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
198164.07,Non-Managerial Employee,finance,UK,White,25-34,Man,Master's degree,5
31838.360580000004,Non-Managerial Employee,government,UK,White,55-64,Woman,College degree,31
131000.0,Management,healthcare,USA,White,35-44,Man,College degree,8
48000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,11
75000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,5
44000.0,Management,education,USA,White,25-34,Woman,College degree,5
195500.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Man,College degree,8
92000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
457000.0,Non-Managerial Employee,finance,USA,White,35-44,Man,Master's degree,11
48771.73766,Non-Managerial Employee,nonprofit,Canada,White,25-34,Woman,College degree,5
139000.0,Non-Managerial Employee,manufacturing,USA,Asian or Asian American,35-44,Woman,College degree,11
225000.0,Non-Managerial Employee,property,USA,White,35-44,Man,College degree,11
55156.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
79500.0,Management,business,USA,White,35-44,Man,College degree,11
56000.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,8
85000.0,Director,business,USA,White,35-44,Woman,College degree,11
67500.0,Management,nonprofit,USA,White,25-34,Woman,College degree,11
150000.0,Management,tech,USA,White,35-44,Other,College degree,8
61000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,Master's degree,21
85871.09700000001,Non-Managerial Employee,tech,UK,White,25-34,Man,PhD,5
87000.0,Director,nonprofit,USA,White,35-44,Woman,College degree,11
220000.0,Management,healthcare,USA,White,45-54,Woman,Master's degree,21
120000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,Master's degree,2
70797.68370000001,Non-Managerial Employee,tech,Canada,White,25-34,Woman,College degree,2
98000.0,Management,tech,USA,White,35-44,Woman,College degree,11
40200.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
180000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Man,College degree,11
117000.0,Management,manufacturing,USA,White,25-34,Man,College degree,11
106000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,5
72370.96556,Management,government,Canada,Mixed Race,25-34,Woman,Master's degree,8
86040.0,Non-Managerial Employee,business,USA,White,35-44,Woman,Master's degree,11
85000.0,Non-Managerial Employee,"tech,business",USA,Asian or Asian American,25-34,Woman,College degree,5
85550.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
155000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,25-34,Woman,College degree,5
62000.0,Director,government,USA,White,35-44,Woman,Master's degree,11
95000.0,Non-Managerial Employee,"tech,business",USA,Black or African American,35-44,Woman,College degree,11
54500.0,Non-Managerial Employee,education,USA,White,35-44,Man,Master's degree,8
187000.0,Management,tech,USA,Mixed Race,35-44,Woman,"Professional degree (MD, JD, etc.)",11
187000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,College degree,11
78980.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,8
118000.0,Management,tech,USA,White,35-44,Woman,Master's degree,11
37961.630343000004,Management,finance,UK,White,25-34,Woman,College degree,5
135000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Some college,11
57000.0,Management,manufacturing,USA,Asian or Asian American,35-44,Woman,College degree,11
43000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,College degree,11
46500.0,Non-Managerial Employee,government,USA,Black or African American,25-34,Woman,College degree,5
40000.0,Non-Managerial Employee,finance,USA,White,45-54,Woman,High School,11
105000.0,Non-Managerial Employee,healthcare,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,College degree,8
76500.0,Director,nonprofit,USA,White,25-34,Man,Master's degree,5
44000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Some college,11
42520.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,8
43596.095400000006,Non-Managerial Employee,"tech,business",UK,White,35-44,Woman,Master's degree,11
48000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Man,College degree,0
80000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,Master's degree,11
47860.5861864,Non-Managerial Employee,tech,UK,White,25-34,Woman,College degree,2
239.25907224999997,Non-Managerial Employee,service,Japan,White,25-34,Other,College degree,2
39632.814000000006,Non-Managerial Employee,business,UK,White,25-34,Woman,College degree,5
46761.87008385,Non-Managerial Employee,property,Canada,White,25-34,Woman,College degree,11
220000.0,Executive,tech,USA,White,35-44,Man,College degree,11
112000.0,Non-Managerial Employee,"tech,science",USA,White,25-34,Woman,College degree,8
75000.0,Non-Managerial Employee,education,USA,White,25-34,Man,Some college,8
97900.0,Non-Managerial Employee,education,USA,White,55-64,Woman,College degree,21
35398.841850000004,Non-Managerial Employee,business,Canada,Asian or Asian American,25-34,Woman,College degree,2
63875.243516,Non-Managerial Employee,nonprofit,Canada,Mixed Race,25-34,Other,Master's degree,0
55000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
93203.0,Non-Managerial Employee,business,USA,White,25-34,Man,Master's degree,11
48352.03308,Non-Managerial Employee,government,UK,Black or African American,45-54,Woman,College degree,21
87600.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,Master's degree,8
35000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,11
55064.8651,Management,finance,Canada,White,35-44,Man,Some college,11
50890.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,Master's degree,8
64400.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,8
198000.0,Management,tech,USA,White,25-34,Man,College degree,8
64500.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,21
95000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,8
240000.0,Non-Managerial Employee,tech,USA,Asian or Asian American,35-44,Woman,Master's degree,11
175500.0,Non-Managerial Employee,business,USA,White,35-44,Woman,College degree,21
109000.0,Director,nonprofit,USA,White,25-34,Woman,Master's degree,11
64000.0,Non-Managerial Employee,government,USA,White,45-54,Woman,College degree,31
64403.32275000001,Non-Managerial Employee,tech,UK,White,25-34,Man,College degree,5
36000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Man,College degree,5
79000.0,Director,education,USA,Mixed Race,35-44,Woman,Master's degree,11
61000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
107705.0,Non-Managerial Employee,tech,USA,White,45-54,Woman,Master's degree,21
85700.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
220000.0,Management,business,USA,White,25-34,Woman,College degree,2
106450.0,Non-Managerial Employee,business,USA,Black or African American,45-54,Woman,Master's degree,21
54323.377056000005,Management,property,UK,White,25-34,Man,High School,11
105026.95710000001,Non-Managerial Employee,tech,UK,White,35-44,Man,College degree,11
57000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,5
138000.0,Non-Managerial Employee,tech,USA,White,35-44,Man,College degree,21
49221.69627196,Non-Managerial Employee,government,Canada,White,45-54,Woman,College degree,21
146000.0,Director,business,USA,White,45-54,Woman,Master's degree,21
43000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,College degree,11
33000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
141440.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,Master's degree,11
148500.0,Non-Managerial Employee,property,USA,White,35-44,Man,Some college,11
207000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,PhD,5
155000.0,Director,finance,USA,White,35-44,Woman,Master's degree,11
204000.0,Non-Managerial Employee,finance,USA,White,45-54,Woman,Master's degree,21
61000.0,Non-Managerial Employee,service,USA,White,35-44,Woman,Some college,21
171000.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,5
26856.94232,Non-Managerial Employee,business,France,White,25-34,Woman,Master's degree,2
94000.0,Management,business,USA,Black or African American,25-34,Woman,College degree,8
46000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,8
110000.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,11
85500.0,Management,tech,USA,White,25-34,Woman,Master's degree,8
56000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,11
121445.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
142972.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,25-34,Woman,PhD,2
64000.0,Management,business,USA,White,35-44,Woman,College degree,11
211605.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,11
114700.0,Management,"tech,business",USA,White,35-44,Man,Master's degree,11
84000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
52000.0,Management,education,USA,White,25-34,Man,College degree,11
55064.8651,Non-Managerial Employee,business,Canada,White,25-34,Other,College degree,8
32800.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
75517.52928,Non-Managerial Employee,government,Canada,White,25-34,Woman,College degree,8
85000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,5
48000.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,21
66500.0,Non-Managerial Employee,education,USA,White,35-44,Man,Master's degree,11
141600.0,Management,property,USA,White,45-54,Woman,Some college,21
56638.14696,Non-Managerial Employee,business,Canada,White,25-34,Woman,College degree,5
82000.0,Management,tech,USA,White,35-44,Man,College degree,11
62000.0,Non-Managerial Employee,property,USA,White,45-54,Woman,High School,31
450000.0,Management,tech,USA,White,25-34,Man,Master's degree,5
144045.0,Non-Managerial Employee,business,USA,Mixed Race,45-54,Man,College degree,31
147000.0,Management,manufacturing,USA,White,35-44,Man,College degree,11
55000.0,Management,agriculture,USA,White,25-34,Woman,Master's degree,5
170000.0,Director,healthcare,USA,White,45-54,Woman,College degree,11
152000.0,Director,education,USA,White,55-64,Woman,Master's degree,21
158531.25600000002,Management,business,UK,White,25-34,Woman,Master's degree,5
60000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,5
160000.0,Director,property,USA,White,45-54,Woman,College degree,21
97000.0,Management,healthcare,USA,White,25-34,Woman,Master's degree,8
44400.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,Master's degree,8
65000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,8
55000.0,Non-Managerial Employee,nonprofit,USA,White,35-44,Woman,College degree,11
46561.0,Non-Managerial Employee,nonprofit,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,11
55000.0,Non-Managerial Employee,tech,USA,White,45-54,Man,Master's degree,11
108000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
55000.0,Non-Managerial Employee,tech,USA,White,18-24,Man,Some college,5
170000.0,Director,healthcare,USA,White,45-54,Woman,College degree,11
159000.0,Management,tech,USA,Black or African American,25-34,Man,College degree,8
67000.0,Management,business,USA,White,25-34,Woman,College degree,5
186000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Woman,Master's degree,5
140000.0,Management,tech,USA,White,35-44,Woman,College degree,21
125000.0,Management,tech,USA,Asian or Asian American,25-34,Woman,College degree,5
85000.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,5
70676.164,Non-Managerial Employee,business,France,White,25-34,Woman,College degree,8
142800.0,Non-Managerial Employee,business,USA,Mixed Race,25-34,Woman,College degree,8
68000.0,Management,healthcare,USA,White,35-44,Woman,Master's degree,11
155000.0,Director,nonprofit,USA,White,25-34,Woman,College degree,8
42000.0,Non-Managerial Employee,education,USA,White,25-34,Man,Master's degree,5
55000.0,Non-Managerial Employee,education,USA,White,18-24,Woman,College degree,2
72500.0,Non-Managerial Employee,government,USA,White,35-44,Woman,Master's degree,8
106348.0509,Non-Managerial Employee,tech,UK,White,35-44,Man,Master's degree,11
150000.0,Management,tech,USA,White,25-34,Man,College degree,11
121000.0,Non-Managerial Employee,finance,USA,Asian or Asian American,25-34,Woman,College degree,2
45000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,PhD,8
54080.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,11
170000.0,Director,business,USA,White,35-44,Woman,Master's degree,21
24000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,8
30659.33024675,Director,nonprofit,Canada,White,35-44,Woman,College degree,11
18500.0,Non-Managerial Employee,education,USA,"Hispanic, Latino, or Spanish origin",45-54,Woman,Master's degree,8
81887.0,Non-Managerial Employee,finance,USA,White,25-34,Woman,College degree,5
55064.8651,Non-Managerial Employee,finance,Canada,Black or African American,45-54,Woman,Master's degree,21
57000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,5
183700.0,Non-Managerial Employee,tech,USA,Mixed Race,35-44,Woman,College degree,11
80000.0,Non-Managerial Employee,manufacturing,USA,White,45-54,Man,College degree,21
125050.0,Non-Managerial Employee,service,USA,Asian or Asian American,25-34,Woman,College degree,8
82201.81536,Non-Managerial Employee,business,Germany,White,25-34,Man,PhD,5
110000.0,Director,nonprofit,USA,Black or African American,35-44,Man,College degree,11
75500.0,Non-Managerial Employee,business,USA,White,35-44,Man,High School,21
34000.0,Management,business,USA,White,18-24,Woman,College degree,2
19583.0,Non-Managerial Employee,business,USA,White,55-64,Woman,College degree,2
137500.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
53352.0,Non-Managerial Employee,government,USA,White,25-34,Woman,Master's degree,2
66400.0,Non-Managerial Employee,tech,USA,White,35-44,Woman,College degree,5
68000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,11
51500.0,Management,service,USA,White,25-34,Woman,College degree,5
66000.0,Non-Managerial Employee,manufacturing,USA,White,25-34,Man,Master's degree,2
234000.0,Non-Managerial Employee,manufacturing,USA,White,45-54,Woman,"Professional degree (MD, JD, etc.)",21
71000.0,Non-Managerial Employee,government,USA,White,35-44,Woman,College degree,11
60000.0,Director,education,USA,"Hispanic, Latino, or Spanish origin",25-34,Man,College degree,8
40250.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Woman,College degree,5
143000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,College degree,5
70054.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,College degree,11
69400.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,8
122000.0,Non-Managerial Employee,tech,USA,White,65 or over,Man,College degree,41
58000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
91643.668345,Non-Managerial Employee,property,Canada,Black or African American,25-34,Woman,Master's degree,8
149000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,Master's degree,21
38800.0,Non-Managerial Employee,education,USA,White,45-54,Woman,College degree,8
90000.0,Management,tech,USA,White,45-54,Woman,College degree,21
168000.0,Management,tech,USA,White,25-34,Woman,Master's degree,8
195000.0,Non-Managerial Employee,tech,USA,Black or African American,25-34,Woman,"Professional degree (MD, JD, etc.)",11
51001.078055620004,Management,government,Canada,White,45-54,Woman,Some college,21
125000.0,Director,government,USA,White,35-44,Woman,Master's degree,11
165000.0,Non-Managerial Employee,healthcare,USA,White,25-34,Woman,Master's degree,5
95000.0,Non-Managerial Employee,agriculture,USA,White,45-54,Woman,College degree,21
46560.0,Non-Managerial Employee,business,USA,White,25-34,Man,College degree,11
130000.0,Non-Managerial Employee,tech,USA,White,55-64,Man,Some college,31
98112.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,College degree,8
95700.0,Management,manufacturing,USA,White,35-44,Woman,College degree,11
102000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,PhD,5
115000.0,Director,tech,USA,White,35-44,Woman,College degree,21
66000.0,Management,manufacturing,USA,Mixed Race,25-34,Woman,College degree,5
267000.0,Director,tech,USA,White,35-44,Man,College degree,21
102000.0,Management,business,USA,White,35-44,Woman,Master's degree,11
83000.0,Management,finance,USA,White,35-44,Woman,College degree,11
98330.11625,Non-Managerial Employee,tech,Canada,Mixed Race,35-44,Woman,College degree,11
46183.0,Non-Managerial Employee,science,USA,White,35-44,Woman,Master's degree,11
23000.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,5
42000.0,Non-Managerial Employee,education,USA,White,18-24,Woman,College degree,2
56638.14696,Non-Managerial Employee,business,Canada,White,35-44,Woman,College degree,11
80340.0,Non-Managerial Employee,finance,USA,Mixed Race,18-24,Woman,College degree,0
90500.0,Non-Managerial Employee,healthcare,USA,White,18-24,Woman,College degree,0
67000.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,College degree,11
146500.0,Director,finance,USA,White,35-44,Woman,College degree,11
95773.5332275,Management,service,Canada,White,25-34,Woman,College degree,8
97750.0,Management,business,USA,Black or African American,25-34,Woman,College degree,2
90000.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Man,PhD,8
117996.1395,Non-Managerial Employee,manufacturing,Canada,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
45000.0,Non-Managerial Employee,finance,USA,White,35-44,Woman,College degree,11
104400.0,Management,science,USA,Asian or Asian American,25-34,Woman,College degree,11
121000.0,Non-Managerial Employee,tech,USA,Mixed Race,25-34,Other,College degree,2
16640.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
180000.0,Non-Managerial Employee,finance,USA,White,25-34,Man,College degree,2
57720.0,Non-Managerial Employee,manufacturing,USA,White,35-44,Woman,Some college,11
548012.1024,Non-Managerial Employee,"tech,business",Denmark,White,25-34,Man,Master's degree,2
71000.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
70500.0,Non-Managerial Employee,education,USA,White,25-34,Woman,Master's degree,8
310000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
64000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,11
66979.25696,Management,healthcare,Austria,White,35-44,Woman,Master's degree,11
58240.0,Non-Managerial Employee,property,USA,White,18-24,Woman,College degree,2
129000.0,Management,tech,USA,White,35-44,Woman,College degree,11
107000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,21
45000.0,Management,business,USA,White,35-44,Woman,College degree,21
106000.0,Management,finance,USA,Mixed Race,25-34,Other,College degree,8
67500.0,Non-Managerial Employee,government,USA,White,25-34,Woman,College degree,2
61000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
44000.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Woman,Master's degree,2
70797.68370000001,Management,service,Canada,White,25-34,Woman,College degree,8
79265.62800000001,Director,business,UK,White,25-34,Woman,Master's degree,2
83000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,11
77000.0,Management,business,USA,White,25-34,Woman,College degree,11
158000.0,Management,finance,USA,Asian or Asian American,25-34,Woman,College degree,5
226000.0,Non-Managerial Employee,finance,USA,White,45-54,Man,College degree,21
135500.0,Non-Managerial Employee,government,USA,White,35-44,Other,PhD,11
80000.0,Non-Managerial Employee,manufacturing,USA,Asian or Asian American,25-34,Man,Some college,5
115000.0,Non-Managerial Employee,service,USA,Asian or Asian American,25-34,Woman,College degree,5
25100.7822,Non-Managerial Employee,service,UK,White,25-34,Woman,College degree,5
90000.0,Non-Managerial Employee,tech,USA,White,25-34,Man,Master's degree,5
52020.0,Non-Managerial Employee,education,USA,White,25-34,Woman,College degree,5
135000.0,Management,healthcare,USA,White,25-34,Man,Master's degree,11
73000.0,Non-Managerial Employee,"tech,business",USA,White,25-34,Woman,College degree,11
84000.0,Non-Managerial Employee,tech,USA,"Hispanic, Latino, or Spanish origin",25-34,Woman,College degree,5
43000.0,Non-Managerial Employee,entertainment,USA,White,25-34,Woman,College degree,5
108000.0,Non-Managerial Employee,healthcare,USA,Asian or Asian American,25-34,Woman,College degree,2
110000.0,Management,education,USA,White,45-54,Man,College degree,21
80000.0,Management,nonprofit,USA,White,45-54,Woman,College degree,11
37519.06392,Non-Managerial Employee,finance,UK,White,25-34,Man,Master's degree,11
146500.0,Management,business,USA,Mixed Race,25-34,Other,College degree,5
58784.0,Non-Managerial Employee,business,USA,White,25-34,Woman,College degree,5
95300.0,Management,government,USA,White,35-44,Woman,Some college,11
57080.0,Non-Managerial Employee,healthcare,USA,Native American or Alaska Native,25-34,Woman,College degree,2
35000.0,Non-Managerial Employee,healthcare,USA,White,45-54,Woman,High School,2
47591.776265,Non-Managerial Employee,healthcare,Canada,Asian or Asian American,25-34,Other,Master's degree,5
83600.0,Non-Managerial Employee,tech,USA,White,18-24,Woman,College degree,2
0.0,Non-Managerial Employee,education,USA,Mixed Race,25-34,Woman,Master's degree,2
130000.0,Director,education,USA,White,35-44,Woman,College degree,11
39632.814000000006,Management,business,UK,White,25-34,Woman,Master's degree,8
87450.0,Non-Managerial Employee,property,USA,White,25-34,Woman,College degree,2
95000.0,Non-Managerial Employee,business,USA,White,55-64,Man,High School,41
95000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,PhD,11
135500.0,Non-Managerial Employee,business,USA,Black or African American,18-24,Woman,College degree,2
41000.0,Non-Managerial Employee,education,USA,White,25-34,Man,College degree,5
80000.0,Management,business,USA,Black or African American,25-34,Woman,College degree,11
67650.0,Non-Managerial Employee,finance,USA,White,45-54,Woman,College degree,11
66054.69,Non-Managerial Employee,service,UK,White,25-34,Woman,College degree,11
106000.0,Management,tech,USA,White,25-34,Woman,College degree,8
58240.0,Management,nonprofit,USA,Mixed Race,25-34,Woman,College degree,5
41500.0,Non-Managerial Employee,nonprofit,USA,White,25-34,Woman,College degree,8
78000.0,Management,nonprofit,USA,White,25-34,Woman,College degree,8
44000.0,Non-Managerial Employee,property,USA,White,45-54,Woman,College degree,21
135000.0,Management,tech,USA,White,45-54,Woman,College degree,21
126500.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",5
210200.0,Non-Managerial Employee,healthcare,USA,White,35-44,Woman,"Professional degree (MD, JD, etc.)",11
62000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,Master's degree,5
105000.0,Management,nonprofit,USA,White,35-44,Woman,College degree,11
40000.0,Non-Managerial Employee,education,USA,White,45-54,Woman,College degree,21
77500.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,5
36500.0,Non-Managerial Employee,property,USA,White,25-34,Woman,Master's degree,2
250000.0,Non-Managerial Employee,property,USA,White,25-34,Woman,"Professional degree (MD, JD, etc.)",8
69275.0,Non-Managerial Employee,finance,USA,White,18-24,Woman,College degree,0
66500.0,Non-Managerial Employee,tech,USA,White,25-34,Woman,College degree,2
72263.83086,Non-Managerial Employee,business,UK,White,25-34,Woman,College degree,2
53000.0,Non-Managerial Employee,business,USA,White,25-34,Woman,Master's degree,2
78000.0,Non-Managerial Employee,education,USA,White,55-64,Woman,PhD,31
145000.0,Non-Managerial Employee,education,USA,White,35-44,Woman,PhD,8
